_id,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,circulating_supply,current_price,fully_diluted_valuation,high_24h,id,image,last_updated,low_24h,market_cap,market_cap_change_24h,market_cap_change_percentage_24h,market_cap_rank,max_supply,name,price_change_24h,price_change_percentage_24h,roi,roi.currency,roi.percentage,roi.times,symbol,total_supply,total_volume
token/paxos-standard,1.13,-11.1189,2018-10-15T07:09:12.459Z,0.863529,16.06903,2021-05-19T13:14:42.046Z,964375651.19,1.004,,1.037,paxos-standard,https://assets.coingecko.com/coins/images/6013/large/Pax_Dollar.png?1629877204,2022-05-12T23:15:08.435Z,0.991913,964939436.0,-11020472.917066216,-1.12919,63.0,,Pax Dollar,0.00448064,0.44838,,usd,0.3773110701986,0.003773110701986,usdp,964375651.19,1157944801.0
token/bittorrent,3.43e-06,-70.00738,2022-01-21T04:00:31.909Z,1.01e-06,1.70182,2022-05-12T05:59:32.268Z,929275160714000.0,1.03e-06,1020472262.0,1.24e-06,bittorrent,https://assets.coingecko.com/coins/images/22457/large/btt_logo.png?1643857231,2022-05-12T23:13:56.896Z,1.01e-06,957878308.0,-176070898.59602404,-15.52723,64.0,990000000000000.0,BitTorrent,-1.8610881195e-07,-15.31287,,,,,btt,990000000000000.0,116654074.0
token/bitcoin-cash-sv,489.75,-89.95279,2021-04-16T17:09:04.630Z,42.02,17.10959,2018-11-23T00:00:00.000Z,19057520.394239,49.62,,54.21,bitcoin-cash-sv,https://assets.coingecko.com/coins/images/6799/large/BSV.png?1558947902,2022-05-12T23:14:09.841Z,44.93,942376162.0,-32121387.16330409,-3.2962,65.0,,Bitcoin SV,-3.3171088239189075,-6.26578,,,,,bsv,21000000.0,446721639.0
token/quant-network,427.42,-84.09706,2021-09-11T09:15:00.668Z,0.215773,31401.90754,2018-08-23T00:00:00.000Z,13413953.469289193,71.52,1017330979.0,69.62,quant-network,https://assets.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1612437252,2022-05-12T23:14:57.229Z,48.66,933887901.0,185845256.0,24.84421,66.0,14612493.0,Quant,10.16,16.56359,,eth,1465.3977149819625,14.653977149819625,qnt,14612493.0,117258632.0
token/helium,54.88,-83.62738,2021-11-12T23:08:25.301Z,0.113248,7833.76918,2020-04-18T00:19:10.902Z,100539361.984279,9.2,2036332093.0,9.84,helium,https://assets.coingecko.com/coins/images/4284/large/Helium_HNT.png?1612620071,2022-05-12T23:14:20.298Z,6.62,918078607.0,81599492.0,9.75511,67.0,223000000.0,Helium,0.464294,5.31784,,,,,hnt,223000000.0,112677919.0
token/the-graph,2.84,-95.41643,2021-02-12T07:28:45.775Z,0.103254,26.13734,2020-12-17T21:28:41.332Z,6929620630.0,0.132966,1324508467.0,0.162204,the-graph,https://assets.coingecko.com/coins/images/13397/large/Graph_Token.png?1608145566,2022-05-12T23:15:21.746Z,0.118284,917834120.0,-150327240.97451472,-14.07346,68.0,10000000000.0,The Graph,-0.0223994693003719,-14.41726,,,,,grt,10000000000.0,198588312.0
token/thorchain,20.87,-86.32835,2021-05-19T00:30:09.436Z,0.00851264,33414.18278,2019-09-28T00:00:00.000Z,300755174.9386705,2.92,1446933248.0,3.34,thorchain,https://assets.coingecko.com/coins/images/6595/large/RUNE.png?1614160507,2022-05-12T23:15:46.304Z,2.49,870345324.0,-42108548.30481815,-4.61487,69.0,500000000.0,THORChain,-0.2097133702775853,-6.69742,,usd,7588.269481368919,75.88269481368918,rune,500000000.0,254185744.0
token/cdai,0.03159087,-30.24993,2020-10-12T21:29:00.007Z,0.00728854,202.31898,2020-03-18T04:29:40.819Z,38111782624.0846,0.02206808,,0.02254404,cdai,https://assets.coingecko.com/coins/images/9281/large/cDAI.png?1576467585,2022-05-12T23:14:02.695Z,0.0219475,841054002.0,-151744435.7857535,-15.28452,70.0,,cDAI,-6.8369774562e-06,-0.03097,,,,,cdai,38111782624.0846,1155.35
token/neutrino,2.52,-65.33745,2021-03-17T18:34:56.998Z,0.728841,19.88331,2022-04-04T18:19:50.217Z,926256981.058183,0.902753,,0.904754,neutrino,https://assets.coingecko.com/coins/images/10117/large/78GWcZu.png?1600845716,2022-05-12T23:14:21.039Z,0.743548,829098824.0,35426842.0,4.46366,71.0,,Neutrino USD,0.058974,6.98925,,,,,usdn,926312207.282476,21368007.0
token/gatechain-token,12.94,-58.43961,2021-05-12T11:39:16.531Z,0.25754,1988.48461,2020-03-13T02:18:02.481Z,151758801.7378072,5.38,,5.53,gatechain-token,https://assets.coingecko.com/coins/images/8183/large/gt.png?1556085624,2022-05-12T23:14:53.588Z,4.77,811814997.0,82720469.0,11.34564,72.0,,GateToken,0.357534,7.11898,,,,,gt,300000000.0,22743176.0
token/iota,5.25,-94.54968,2017-12-19T00:00:00.000Z,0.081637,250.42166,2020-03-13T02:22:41.168Z,2779530283.277761,0.290495,,0.310268,iota,https://assets.coingecko.com/coins/images/692/large/IOTA_Swirl.png?1604238557,2022-05-12T23:15:09.174Z,0.239711,804593977.0,20876237.0,2.66374,73.0,,IOTA,-0.0079321172381132,-2.65798,,btc,646.9467827112351,6.469467827112351,miota,2779530283.0,95142302.0
token/radix,0.651264,-87.86929,2021-11-14T16:09:27.130Z,0.074391,6.19978,2022-05-12T05:09:45.217Z,9870102212.6118,0.080126,1910152009.0,0.092867,radix,https://assets.coingecko.com/coins/images/4374/large/Radix.png?1629701658,2022-05-12T23:16:02.887Z,0.074391,785558149.0,-125557817.8231734,-13.78066,74.0,24000000000.0,Radix,-0.0117787422694699,-12.81619,,,,,xrd,12270079137.7272,1070787.0
token/bitdao,3.1,-73.0043,2021-11-12T04:54:56.433Z,0.820741,2.0368,2022-05-12T13:40:00.598Z,939722387.04071,0.83616,8357835932.0,0.924103,bitdao,https://assets.coingecko.com/coins/images/17627/large/bitdao.jpg?1628679607,2022-05-12T23:13:10.589Z,0.820741,785404553.0,-54855937.31872225,-6.52844,74.0,10000000000.0,BitDAO,-0.0576664762661409,-6.45164,,,,,bit,10000000000.0,93128652.0
token/arweave,89.24,-83.83087,2021-11-05T04:14:42.689Z,0.298788,4729.02843,2020-01-31T06:47:36.543Z,50108502.0,15.05,994523588.0,15.68,arweave,https://assets.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1591059616,2022-05-12T23:13:45.726Z,10.11,755061927.0,33684812.0,4.66951,77.0,66000000.0,Arweave,0.126502,0.84743,,usd,1934.359517894189,19.343595178941893,ar,64598643.0,92033524.0
token/fantom,3.46,-91.72102,2021-10-28T05:19:39.845Z,0.00190227,14952.2611,2020-03-13T02:25:38.280Z,2541152731.01,0.292462,919857026.0,0.32976,fantom,https://assets.coingecko.com/coins/images/4001/large/Fantom.png?1558015016,2022-05-12T23:14:16.208Z,0.24258,736219588.0,-19306205.387019634,-2.55533,77.0,3175000000.0,Fantom,-0.02167683891337,-6.90041,,usd,874.8724062867196,8.748724062867197,ftm,3175000000.0,626964639.0
token/convex-finance,60.09,-80.38561,2022-01-01T18:04:03.030Z,1.9,519.36876,2021-07-20T13:17:29.183Z,61100345.95715645,11.74,1177781184.0,15.0,convex-finance,https://assets.coingecko.com/coins/images/15585/large/convex.png?1621256328,2022-05-12T23:13:26.311Z,10.13,719628378.0,-141854721.65035534,-16.46634,78.0,100000000.0,Convex Finance,-2.358622398680488,-16.72759,,,,,cvx,89875134.4730315,35201233.0
token/nexo,4.07,-69.42997,2021-05-12T14:37:47.535Z,0.04515276,2654.16096,2018-09-13T00:00:00.000Z,560000010.0064,1.27,1258911782.0,1.5,nexo,https://assets.coingecko.com/coins/images/3695/large/nexo.png?1548086057,2022-05-12T23:15:54.888Z,0.994518,704990611.0,-62504280.67677677,-8.14393,79.0,1000000000.0,NEXO,-0.1092949872800783,-7.9411,,usd,1167.026029599312,11.67026029599312,nexo,1000000000.0,51828092.0
token/stepn,4.11,-72.46355,2022-04-28T03:29:53.820Z,0.100826,1021.75233,2022-03-11T06:04:31.100Z,600000000.0,1.15,6850162863.0,1.46,stepn,https://assets.coingecko.com/coins/images/23597/large/gmt.png?1644658792,2022-05-12T23:16:28.847Z,0.827829,685016286.0,-72498569.92069745,-9.57058,80.0,6000000000.0,STEPN,-0.1081817573930086,-8.61022,,,,,gmt,6000000000.0,1710850501.0
token/waves,61.3,-89.44181,2022-03-31T14:34:44.545Z,0.130878,4845.37862,2016-08-02T00:00:00.000Z,100000000.0,6.76,,8.98,waves,https://assets.coingecko.com/coins/images/425/large/waves.png?1548386117,2022-05-12T23:15:23.990Z,6.2,680355668.0,-140220807.93155944,-17.08809,81.0,,Waves,-1.798124064751267,-21.02216,,usd,3493.2696163961564,34.932696163961566,waves,100000000.0,444367638.0
token/compound-usdt,0.02342332,-7.06526,2021-05-19T15:22:06.410Z,0.0102836,111.68084,2020-07-04T17:59:08.922Z,31223378173.602,0.0217684,,0.0217684,compound-usdt,https://assets.coingecko.com/coins/images/11621/large/cUSDT.png?1592113270,2022-05-12T23:14:02.177Z,0.0217684,679683126.0,-77937149.01975524,-10.2871,81.0,,cUSDT,0.0,0.0,,,,,cusdt,31223378173.602,107323.0
token/neo,198.38,-95.21699,2018-01-15T00:00:00.000Z,0.078349,12010.61655,2016-10-21T00:00:00.000Z,70530000.0,9.65,,11.02,neo,https://assets.coingecko.com/coins/images/480/large/NEO_512_512.png?1594357361,2022-05-12T23:16:01.898Z,8.64,675954112.0,-36270407.5162766,-5.09255,83.0,,NEO,-0.9409162913116428,-8.8802,,usd,26718.73939272516,267.1873939272516,neo,100000000.0,234610063.0
token/celo,9.82,-84.90791,2021-08-30T14:25:09.929Z,0.800156,85.24387,2020-05-22T04:15:27.736Z,439191694.0,1.51,1499508516.0,1.74,celo,https://assets.coingecko.com/coins/images/11090/large/icon-celo-CELO-color-500.png?1592293590,2022-05-12T23:14:01.609Z,1.23,658571685.0,17402462.0,2.71418,84.0,1000000000.0,Celo,-0.0255988132945921,-1.66596,,,,,celo,1000000000.0,133105325.0
token/zilliqa,0.255376,-82.40142,2021-05-06T17:33:45.940Z,0.00239616,1775.60696,2020-03-13T02:22:55.161Z,14313076372.5233,0.04560079,,0.056325,zilliqa,https://assets.coingecko.com/coins/images/2687/large/Zilliqa-logo.png?1547036894,2022-05-12T23:16:28.817Z,0.0411646,651331590.0,-112248749.56397033,-14.70032,85.0,,Zilliqa,-0.0077977810128458,-14.60298,,eth,176.6211822014059,1.766211822014059,zil,21000000000.0,550255594.0
token/frax-share,42.8,-75.15544,2022-01-12T15:22:27.465Z,1.5,607.40403,2021-06-25T16:50:51.447Z,60256204.421220586,10.7,1053749038.0,12.02,frax-share,https://assets.coingecko.com/coins/images/13423/large/frax_share.png?1608478989,2022-05-12T23:15:06.962Z,10.58,642359980.0,-70374622.80757046,-9.87389,86.0,98846315.8025706,Frax Share,-1.06596249108064,-9.05964,,,,,fxs,98846315.8025706,20213041.0
token/ecash,0.00038001,-91.33735,2021-09-04T17:09:31.137Z,1.847e-05,78.23152,2021-07-20T20:49:46.212Z,19056610923313.0,3.258e-05,689051175.0,4.109e-05,ecash,https://assets.coingecko.com/coins/images/16646/large/Logo_final-22.png?1628239446,2022-05-12T23:14:00.642Z,2.677e-05,625284769.0,-115585437.25352108,-15.60131,87.0,21000000000000.0,eCash,-6.0460205599e-06,-15.65266,,,,,xec,21000000000000.0,32036064.0
token/kusama,621.71,-88.97942,2021-05-18T05:04:41.858Z,0.876572,7716.29504,2020-01-14T19:20:20.768Z,8980098.074112339,69.48,692199217.0,75.72,kusama,https://assets.coingecko.com/coins/images/9568/large/m4zRhP5e_400x400.jpg?1576190080,2022-05-12T23:15:46.577Z,63.55,621601686.0,-35962795.2681905,-5.46909,88.0,10000000.0,Kusama,-5.436015819378241,-7.2565,,,,,ksm,10000000.0,136605598.0
token/pax-gold,2241.37,-18.39215,2021-05-17T19:02:29.657Z,1399.64,30.68584,2019-11-18T03:09:35.959Z,328823.72,1835.09,,1968.18,pax-gold,https://assets.coingecko.com/coins/images/9519/large/paxg.PNG?1568542565,2022-05-12T23:14:26.905Z,1820.08,603281657.0,-8300513.22304368,-1.35722,89.0,,PAX Gold,-18.048272771055963,-0.97393,,,,,paxg,328823.72,122974076.0
token/osmosis,11.25,-85.71899,2022-03-04T05:12:18.707Z,1.24,30.02754,2021-07-20T10:21:24.662Z,368765739.0,1.64,1634583943.0,2.36,osmosis,https://assets.coingecko.com/coins/images/16724/large/osmo.png?1632763885,2022-05-12T23:14:17.632Z,1.47,602778556.0,-192160507.2655555,-24.17299,90.0,1000000000.0,Osmosis,-0.6168820172041505,-27.31797,,,,,osmo,325000000.0,219358076.0
token/dash,1493.59,-96.42119,2017-12-20T00:00:00.000Z,0.213899,24889.70381,2014-02-14T00:00:00.000Z,10720935.1065479,53.97,,60.97,dash,https://assets.coingecko.com/coins/images/19/large/dash-logo.png?1548385930,2022-05-12T23:14:35.334Z,45.67,576217054.0,-19011159.365185022,-3.19393,91.0,,Dash,-5.163913249994344,-8.73215,,,,,dash,18920000.0,332405453.0
token/amp-token,0.120813,-90.38685,2021-06-16T16:03:41.147Z,0.00250501,363.62659,2020-11-04T13:18:12.191Z,48013928909.1577,0.01182601,1164448150.0,0.01199732,amp-token,https://assets.coingecko.com/coins/images/12409/large/amp-200x200.png?1599625397,2022-05-12T23:14:24.432Z,0.00965536,563463221.0,55241835.0,10.86964,92.0,99225164238.50153,Amp,0.00096749,8.90991,,,,,amp,99444040051.2791,25234493.0
token/gnosis,644.2,-66.3935,2021-11-08T17:33:29.302Z,6.88,3044.83895,2020-03-13T02:24:11.825Z,2579589.0,217.47,652816761.0,241.76,gnosis,https://assets.coingecko.com/coins/images/662/large/logo_square_simple_300px.png?1609402668,2022-05-12T23:31:00.272Z,204.25,561332979.0,-29646927.86315465,-5.01657,93.0,3000000.0,Gnosis,-17.020416586633303,-7.25854,,,,,gno,3000000.0,2295149.0
token/blockstack,3.39,-85.0253,2021-12-01T01:32:34.725Z,0.04559639,1013.21907,2020-03-13T02:29:26.415Z,1052561461.68777,0.517689,,0.614648,blockstack,https://assets.coingecko.com/coins/images/2069/large/Stacks_logo_full.png?1604112510,2022-05-12T23:14:18.587Z,0.477314,543404064.0,-72936089.95453525,-11.83374,96.0,,Stacks,-0.0722057701819962,-12.24044,,usd,331.407764736495,3.31407764736495,stx,1352464600.0,27015920.0
token/havven,28.53,-91.54925,2021-02-14T01:12:38.505Z,0.0347864,6831.42015,2019-01-06T00:00:00.000Z,222914255.57251933,2.45,638334433.0,2.6,havven,https://assets.coingecko.com/coins/images/3406/large/SNX.png?1598631139,2022-05-12T23:14:54.704Z,2.22,543294989.0,-1136321.5599331856,-0.20872,95.0,261908995.502449,Synthetix Network Token,-0.0279100432794865,-1.12476,,usd,390.7033709265254,3.907033709265254,snx,261908995.502449,121228148.0
token/basic-attention-token,1.9,-81.25877,2021-11-28T00:23:51.354Z,0.072394,392.01399,2017-07-16T00:00:00.000Z,1498036245.8773506,0.36115,541201742.0,0.390495,basic-attention-token,https://assets.coingecko.com/coins/images/677/large/basic-attention-token.png?1547034427,2022-05-12T23:14:17.922Z,0.309686,540493218.0,9426008.0,1.77492,97.0,1500000000.0,Basic Attention Token,-0.0158165738564092,-4.19575,,eth,17.658668305755583,0.1765866830575558,bat,1500000000.0,159546143.0
token/fei-usd,1.11,-9.59485,2021-05-19T17:09:49.508Z,0.669435,49.63924,2021-04-18T03:44:09.238Z,538731831.903773,1.005,538687299.0,1.048,fei-usd,https://assets.coingecko.com/coins/images/14570/large/ZqsF51Re_400x400.png?1617082206,2022-05-12T23:14:45.996Z,0.984069,538331987.0,4009508.0,0.75039,97.0,539087408.475646,Fei USD,0.00927095,0.93078,,,,,fei,539087408.475646,133034868.0
token/enjincoin,4.82,-88.44774,2021-11-25T09:53:41.955Z,0.01865964,2883.66792,2017-11-12T00:00:00.000Z,934340659.567558,0.570039,564792949.0,0.662915,enjincoin,https://assets.coingecko.com/coins/images/1102/large/enjin-coin-logo.png?1547035078,2022-05-12T23:15:03.630Z,0.496989,527709016.0,-21422388.118228555,-3.90114,98.0,1000000000.0,Enjin Coin,-0.0543996441321588,-8.71177,,,,,enj,1000000000.0,276570282.0
token/chiliz,0.878633,-89.09874,2021-03-13T08:04:21.200Z,0.00410887,2231.10345,2019-09-28T00:00:00.000Z,5344064580.0,0.097364,861828824.0,0.112648,chiliz,https://assets.coingecko.com/coins/images/8834/large/Chiliz.png?1561970540,2022-05-12T23:14:16.554Z,0.085137,518137750.0,-37842888.63508594,-6.80651,100.0,8888888888.0,Chiliz,-0.0106412311956636,-9.85251,,usd,342.5640209259993,3.425640209259993,chz,8888888888.0,197950030.0
token/xdce-crowd-sale,0.192754,-78.14311,2021-08-21T04:39:48.324Z,0.00039532,10557.25473,2019-07-22T00:00:00.000Z,12238141964.0,0.04220656,,0.04679583,xdce-crowd-sale,https://assets.coingecko.com/coins/images/2912/large/xdc-icon.png?1633700890,2022-05-12T23:15:57.564Z,0.03463538,514041171.0,-67845440.76203614,-11.65956,100.0,,XDC Network,-0.0034888871483479,-7.63509,,eth,185.640804153148,1.85640804153148,xdc,37599520715.0,18115612.0
token/gala,0.824837,-92.01515,2021-11-26T01:03:48.731Z,0.00013475,48777.41957,2020-12-28T08:46:48.367Z,7542496572.319239,0.06728,3355925096.0,0.072216,gala,https://assets.coingecko.com/coins/images/12493/large/GALA-COINGECKO.png?1600233435,2022-05-12T23:14:06.404Z,0.051674,506241071.0,-1480549.693085432,-0.29161,101.0,50000000000.0,Gala,0.00012656,0.18847,,,,,gala,37449439807.4509,480773706.0
token/curve-dao-token,54.01,-97.66954,2020-08-14T04:53:44.010Z,0.331577,279.57817,2020-11-05T13:09:50.181Z,391958099.3931446,1.29,4222356461.0,1.57,curve-dao-token,https://assets.coingecko.com/coins/images/12124/large/Curve.png?1597369484,2022-05-12T23:14:00.330Z,1.11,501051054.0,-75351068.59391707,-13.07266,102.0,3303030299.0,Curve DAO Token,-0.2038133254955514,-13.68102,,,,,crv,1744883596.87209,272015528.0
token/lido-dao,7.3,-80.96466,2021-08-20T08:35:20.158Z,0.505506,174.99713,2021-03-27T09:10:29.155Z,348455113.516717,1.4,1397059478.0,1.62,lido-dao,https://assets.coingecko.com/coins/images/13573/large/Lido_DAO.png?1609873644,2022-05-12T23:15:44.570Z,1.23,486812519.0,-45752447.34835589,-8.59096,103.0,1000000000.0,Lido DAO,-0.1414357368497922,-9.18203,,,,,ldo,1000000000.0,15363650.0
token/harmony,0.37902,-89.67805,2021-10-26T09:28:49.782Z,0.00127355,2971.90225,2020-03-13T02:24:14.005Z,12061548319.0007,0.03967298,518697059.0,0.04309528,harmony,https://assets.coingecko.com/coins/images/4344/large/Y88JAze.png?1565065793,2022-05-12T23:14:26.097Z,0.03315303,475544871.0,-18407793.1116994,-3.72663,104.0,13156044839.79314,Harmony,-0.0016765996362806,-4.0547,,usd,1149.5425257052043,11.495425257052045,one,13156044839.79314,97780655.0
token/mina-protocol,9.09,-89.71115,2021-06-01T01:42:37.064Z,0.829617,12.73777,2022-05-12T07:20:08.950Z,498884640.840039,0.9493,,1.12,mina-protocol,https://assets.coingecko.com/coins/images/15628/large/JM4_vQ34_400x400.png?1621394004,2022-05-12T23:15:13.643Z,0.829617,472759798.0,-18268482.19036812,-3.72045,105.0,,Mina Protocol,-0.070059840878809,-6.87293,,,,,mina,917059852.840039,59530622.0
token/maiar-dex,0.00100138,-90.72631,2021-12-02T02:08:57.932Z,9.032e-05,2.81984,2022-05-12T07:18:15.701Z,5028972862027.0,9.39e-05,752401777.0,0.0001062,maiar-dex,https://assets.coingecko.com/coins/images/20657/large/MEX-icon.png?1637540149,2022-05-12T23:13:18.423Z,9.032e-05,470276627.0,-54445962.990124166,-10.37614,106.0,8045920000000.0,Maiar DEX,-1.13193463909e-05,-10.75823,,,,,mex,8045920000000.0,861411.0
token/loopring,3.75,-90.07898,2021-11-10T14:59:53.164Z,0.01963893,1794.3114,2019-12-18T13:14:41.553Z,1245991468.94246,0.377106,516886752.0,0.441768,loopring,https://assets.coingecko.com/coins/images/913/large/LRC.png?1572852344,2022-05-12T23:14:29.523Z,0.334629,468555818.0,-13159631.749091268,-2.73183,107.0,1374513896.0,Loopring,-0.0387362826574694,-9.31515,,usd,528.5093040531095,5.285093040531095,lrc,1373873439.44246,197473739.0
token/tether-gold,2096.29,-12.55599,2021-05-19T12:57:30.922Z,1447.84,26.60806,2020-03-19T13:45:41.821Z,246524.33,1833.81,,1865.91,tether-gold,https://assets.coingecko.com/coins/images/10481/large/tether-gold.png?1579946148,2022-05-12T23:14:40.984Z,1614.37,452962209.0,8445954.0,1.90003,108.0,,Tether Gold,18.96,1.04456,,,,,xaut,246524.33,13165784.0
token/nxm,185.97,-64.98867,2021-11-10T15:14:14.418Z,6.96,835.12428,2020-07-22T19:54:06.406Z,6882059.52294226,65.95,452621169.0,73.57,nxm,https://assets.coingecko.com/coins/images/11810/large/nexus-mutual.jpg?1594547726,2022-05-12T23:13:55.797Z,60.79,452621169.0,-35872265.10815227,-7.34345,109.0,6882059.52294226,Nexus Mutual,-4.727971622633561,-6.6897,,,,,nxm,6882059.52294226,4397.61
token/decred,247.35,-87.49953,2021-04-17T00:41:14.790Z,0.43154,7065.05134,2016-12-26T00:00:00.000Z,14012078.5364772,31.26,,36.28,decred,https://assets.coingecko.com/coins/images/329/large/decred.png?1547034093,2022-05-12T23:14:04.097Z,29.28,435225003.0,-12938962.228008866,-2.8871,110.0,,Decred,-2.9155254693409667,-8.53076,,,,,dcr,21000000.0,5672343.0
token/tokenize-xchange,12.87,-59.14717,2021-11-10T15:14:04.826Z,0.111255,4625.23217,2019-04-28T00:00:00.000Z,79996000.0,5.28,526722954.0,5.83,tokenize-xchange,https://assets.coingecko.com/coins/images/4984/large/Tokenize.png?1561602968,2022-05-12T23:14:35.360Z,4.73,421357294.0,-34925213.66967285,-7.6543,111.0,100000000.0,Tokenize Xchange,-0.3127076587992183,-5.5946,,usd,1716.4351216720977,17.164351216720974,tkx,100000000.0,12966650.0
token/celsius-degree-token,8.05,-87.87447,2021-06-04T00:04:12.584Z,0.02620268,3623.82368,2018-12-07T00:00:00.000Z,423415980.3475,0.980413,,1.17,celsius-degree-token,https://assets.coingecko.com/coins/images/3263/large/CEL_logo.png?1609598753,2022-05-12T23:13:55.422Z,0.545074,417656377.0,-8656608.095258296,-2.03058,112.0,,Celsius Network,-0.0274496314318561,-2.72355,,usd,226.8044979988239,2.268044979988239,cel,693443509.4971,15318001.0
token/holotoken,0.03126682,-92.61349,2021-04-05T16:04:52.608Z,0.0002202,948.8373,2020-03-13T02:23:01.612Z,177619433541.141,0.00233997,,0.00277978,holotoken,https://assets.coingecko.com/coins/images/3348/large/Holologo_Profile.png?1547037966,2022-05-12T23:14:56.442Z,0.00212718,414057910.0,-45115620.87889546,-9.8254,113.0,,Holo,-0.0003337549556085,-12.48278,,eth,425.3866759838033,4.253866759838033,hot,177619433541.141,74560643.0
token/compound-governance-token,910.54,-93.46167,2021-05-12T02:29:08.794Z,54.91,8.41559,2022-05-12T07:18:59.691Z,6856085.76329154,60.62,603169417.0,72.48,compound-governance-token,https://assets.coingecko.com/coins/images/10775/large/COMP.png?1592625425,2022-05-12T23:14:04.077Z,54.91,413538125.0,-57408483.95550734,-12.19002,114.0,10000000.0,Compound,-10.267146292836948,-14.48405,,,,,comp,10000000.0,109907026.0
