_id,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,circulating_supply,current_price,fully_diluted_valuation,high_24h,id,image,last_updated,low_24h,market_cap,market_cap_change_24h,market_cap_change_percentage_24h,market_cap_rank,max_supply,name,price_change_24h,price_change_percentage_24h,roi,roi.currency,roi.percentage,roi.times,symbol,total_supply,total_volume
token/krypto-kitty,9.8884e-08,-90.28979,2022-01-15T14:36:51.036Z,8.192e-09,17.20501,2022-05-12T05:57:06.653Z,13881194229336.0,9.685e-09,668351.0,1.0174e-08,krypto-kitty,https://assets.coingecko.com/coins/images/22542/large/TU0c6_ZM_400x400.jpg?1642048650,2022-05-12T23:15:02.022Z,8.192e-09,133643.0,-2710.425237620424,-1.98779,3101.0,69420000000000.0,Krypto Kitty,-7.7909236e-11,-0.798,,,,,kty,48130628612984.5,68.16
token/more-token,0.369388,-98.40373,2022-01-30T22:14:54.125Z,0.00498225,18.34848,2022-05-12T07:19:53.280Z,22619661.3733419,0.00599711,5882923.0,0.00685247,more-token,https://assets.coingecko.com/coins/images/23294/large/Moremoney_05.jpg?1643579505,2022-05-12T23:15:23.482Z,0.00498225,133070.0,-13691.385305643023,-9.32903,3102.0,1000000000.0,More,-0.0005243882150311,-8.04091,,,,,more,1000000000.0,3734.79
token/aquariuscoin,4.72,-99.27504,2022-05-08T11:05:17.696Z,6.274e-05,54404.20384,2019-09-28T00:00:00.000Z,3857649.47960662,0.03445344,,0.04668863,aquariuscoin,https://assets.coingecko.com/coins/images/2657/large/aquariuscoin.png?1547036844,2022-05-12T23:13:56.753Z,0.03345371,132940.0,-28634.158376718115,-17.72202,3103.0,,AquariusCoin,-0.0103251102934974,-23.05816,,,,,arco,42000000.0,0.599955
token/iridium,0.131153,-95.79866,2021-10-11T16:43:06.710Z,0.00031655,1640.68566,2021-01-27T08:18:08.917Z,24004816.1638809,0.0054881,137953.0,0.00630392,iridium,https://assets.coingecko.com/coins/images/6208/large/iridium.png?1547974602,2022-05-12T23:12:38.231Z,0.00538536,132462.0,-11028.603267551429,-7.68595,3104.0,25000000.0,Iridium,-0.0005907494365988,-9.71811,,,,,ird,25000000.0,402.34
token/vicewrld,0.074879,-95.27072,2021-10-05T03:29:02.247Z,0.00291585,21.44813,2022-05-12T07:29:54.973Z,36843589.1630229,0.00358627,357783.0,0.00366886,vicewrld,https://assets.coingecko.com/coins/images/18161/large/vice-world.png?1646043508,2022-05-12T23:13:09.496Z,0.00291585,131820.0,69.13,0.05247,3105.0,100000000.0,Vicewrld,5.171e-05,1.46292,,,,,vice,63300000.0,3236.49
token/yearn-ecosystem-token-index,3.23,-86.47533,2021-09-07T15:09:04.389Z,0.271225,61.00225,2022-05-12T07:24:57.960Z,301139.00639496,0.43831,131680.0,0.473645,yearn-ecosystem-token-index,https://assets.coingecko.com/coins/images/13332/large/yeti.png?1607563342,2022-05-12T23:14:39.727Z,0.271225,131680.0,-7054.087498569221,-5.08461,3106.0,301139.00639496,Yearn Ecosystem Token Index,0.11426,35.2601,,,,,yeti,301139.00639496,12869.97
token/smartshare,0.0045508,-99.40124,2018-06-20T19:59:42.341Z,2.725e-05,0.0,2022-05-12T22:57:07.173Z,4791431487.0121,2.788e-05,,4.81e-05,smartshare,https://assets.coingecko.com/coins/images/4642/large/smartshare.png?1548609894,2022-05-12T23:12:36.969Z,2.725e-05,131348.0,-97231.2415579564,-42.53724,3107.0,,Smartshare,-1.78413417408e-05,-39.02464,,,,,ssp,10000000000.0,3359.54
token/diamond-coin,5.23,-86.08392,2022-04-02T02:39:01.837Z,0.625763,16.3163,2022-05-12T05:29:44.885Z,178649.89,0.717318,,0.822401,diamond-coin,https://assets.coingecko.com/coins/images/24493/large/diamondtoken_%281%29.png?1647872017,2022-05-12T23:13:57.669Z,0.625763,130187.0,-11788.664429263825,-8.30333,3107.0,,Diamond Coin,-0.0689639637067167,-8.7709,,,,,diamond,1000000.0,27.77
token/name-changing-token,0.518555,-99.36598,2021-02-01T23:56:58.959Z,0.00219032,50.1042,2022-05-12T11:08:58.895Z,39376061.392708346,0.00329407,,0.00472516,name-changing-token,https://assets.coingecko.com/coins/images/13826/large/hashmasks-nct.png?1612879286,2022-05-12T23:14:30.849Z,0.00219032,129116.0,-49980.37155287106,-27.90698,3109.0,,Name Change Token,-0.0012439321257887,-27.41148,,,,,nct,56822357.337037,3353.24
token/zebi,0.225077,-99.88523,2018-05-06T07:32:59.951Z,0.00015912,62.34582,2022-04-27T01:33:42.980Z,500000000.0,0.0002578,,0.0003005,zebi,https://assets.coingecko.com/coins/images/2756/large/zebi.png?1548761131,2022-05-12T23:15:26.556Z,0.00021102,128606.0,13046.12,11.28949,3110.0,,Zebi,2.509e-05,10.78229,,eth,-99.60600392852966,-0.9960600392852966,zco,500000000.0,2986.97
token/non-fungible-yearn,604.12,-99.76905,2021-03-05T13:47:44.244Z,1.23,13.73343,2022-05-12T07:19:39.827Z,92149.39414476464,1.4,,1.65,non-fungible-yearn,https://assets.coingecko.com/coins/images/12766/large/NFY_logo.png?1602686886,2022-05-12T17:01:49.682Z,1.23,128566.0,-17759.8743795896,-12.13719,3111.0,,Non-Fungible Yearn,-0.1867986970748343,-11.80781,,,,,nfy,100000.0,3254.67
token/hellogold,0.227377,-99.84512,2018-01-20T00:00:00.000Z,1.678e-05,1999.1989,2019-05-04T00:00:00.000Z,359882902.60084254,0.00035727,,0.00035615,hellogold,https://assets.coingecko.com/coins/images/1005/large/hellogold.png?1547743862,2022-05-12T23:14:23.464Z,0.0002304,127561.0,20320.0,18.94793,3112.0,,HelloGold,9.121e-05,34.28134,,usd,-99.2854577891658,-0.992854577891658,hgt,1000000000.0,228.01
token/yoyow,0.597423,-99.87621,2018-01-06T00:00:00.000Z,0.00060793,21.64889,2022-05-12T07:28:44.814Z,174893814.3156778,0.00073011,,0.00099751,yoyow,https://assets.coingecko.com/coins/images/1270/large/yoyow.png?1548761123,2022-05-12T23:14:18.842Z,0.00060793,126862.0,-26217.4602675427,-17.12672,3113.0,,YOYOW,-0.0001469830758677,-16.75805,,,,,yoyow,300000000.0,57968.0
token/pivot-token,0.00286154,-99.11381,2019-07-18T06:13:43.227Z,2.412e-05,5.13295,2022-05-12T12:44:07.786Z,5080000000.0,2.513e-05,,3.557e-05,pivot-token,https://assets.coingecko.com/coins/images/8977/large/j5ovdTKP_400x400.png?1563405624,2022-05-12T23:14:00.804Z,2.412e-05,126685.0,-48592.11164331564,-27.72302,3114.0,,Pivot Token,-8.6906945388e-06,-25.69536,,,,,pvt,31415926535.0,358027.0
token/bcv,0.062535,-99.76078,2019-09-24T04:04:40.045Z,0.0001475,1.42124,2022-05-12T13:43:36.100Z,852600000.0,0.00014856,,0.00015506,bcv,https://assets.coingecko.com/coins/images/5326/large/hqQw2WGE_400x400.jpg?1547040893,2022-05-12T23:12:12.333Z,0.0001475,126679.0,-4225.169577604698,-3.22769,3114.0,,BitCapitalVendor,-4.3429121018e-06,-2.84023,,,,,bcv,1200000000.0,137296.0
token/updog,2.3753e-08,-98.7581,2021-05-12T02:29:34.888Z,5.8715e-11,402.41731,2021-10-01T23:58:33.153Z,425650407639866.8,2.97113e-10,,3.00474e-10,updog,https://assets.coingecko.com/coins/images/15369/large/wKA2xZr.png?1620665433,2022-05-12T23:13:51.562Z,2.93338e-10,126379.0,-39439.27941166042,-23.78459,3116.0,,UpDog,-3.36153e-12,-1.11874,,,,,updog,1000000000000000.0,26.96
token/ziot,0.656333,-95.41369,2021-04-09T00:56:44.977Z,0.02866166,5.02359,2022-03-07T03:02:44.085Z,4187458.204150191,0.03010151,,,ziot,https://assets.coingecko.com/coins/images/14546/large/1_iSvPXhw4frHgjyMejcmoKQ.png?1616973916,2022-05-05T07:09:54.720Z,,126049.0,,,3117.0,,Ziot,,,,,,,ziot,13370000.0,0.0
token/u-network,0.0104271,-99.82863,2019-07-25T07:09:44.152Z,1.563e-05,14.35661,2022-05-12T21:27:18.850Z,7000000000.0,1.811e-05,,3.573e-05,u-network,https://assets.coingecko.com/coins/images/3877/large/2645.png?1547038930,2022-05-12T23:15:21.495Z,1.563e-05,125998.0,-105345.70164289002,-45.53654,3118.0,,U Network,-1.28277784749e-05,-41.46505,,,,,uuu,10000000000.0,36107.0
token/bezant,0.277385,-99.90333,2018-05-11T06:16:02.859Z,2.4e-05,1017.46272,2022-04-19T19:26:00.107Z,467120000.0,0.00026998,,0.00029308,bezant,https://assets.coingecko.com/coins/images/3825/large/bezant.png?1546240528,2022-05-12T23:10:25.389Z,2.573e-05,125996.0,-4103.666022107005,-3.15425,3118.0,,Bezant,-2.31010924626e-05,-7.8821,,,,,bznt,1000000000.0,44.28
token/stronghands-masternode,6.42,-99.49026,2019-08-27T08:51:04.142Z,9.509e-05,34324.68451,2020-07-24T13:59:02.451Z,3831698.3768863,0.03273463,,,stronghands-masternode,https://assets.coingecko.com/coins/images/5593/large/SHMN_icon_primary_512x512.png?1648006050,2022-05-03T01:54:59.310Z,,125048.0,,,3120.0,,StrongHands Masternode,,,,,,,shmn,15000000.0,22.69
token/nft-stars,3.09,-97.05385,2021-07-28T05:52:34.570Z,0.0,8.118139884278745e+35,2021-12-18T01:39:53.585Z,1374249.2708487154,0.090557,,0.110406,nft-stars,https://assets.coingecko.com/coins/images/16141/large/j2KHi8zR_400x400.png?1623116004,2022-05-12T23:14:56.174Z,0.089712,124550.0,-23810.12028288422,-16.04888,3121.0,,NFT Stars,-0.0167344515797811,-15.59715,,,,,nfts,20000000.0,10319.67
token/impulseven,3.49,-95.8262,2021-03-25T04:45:39.396Z,0.086804,67.92104,2022-03-16T16:23:32.288Z,850000.0,0.145139,,0.148043,impulseven,https://assets.coingecko.com/coins/images/14514/large/Impulseven.png?1631092895,2022-05-12T23:14:47.116Z,0.141562,124478.0,-954.5218114780582,-0.76099,3122.0,,ImpulseVen,0.00021462,0.14809,,,,,i7,10000000.0,195172.0
token/trinity-network-credit,0.406298,-99.93628,2018-01-28T00:00:00.000Z,0.00023908,8.2938,2022-05-12T09:20:52.204Z,485996565.0,0.00025346,,0.00033083,trinity-network-credit,https://assets.coingecko.com/coins/images/2602/large/trinity-network-credit.png?1548759122,2022-05-12T23:12:36.848Z,0.00023908,124210.0,-36508.97264875112,-22.71602,3123.0,,Trinity Network Credit,-7.56632643845e-05,-22.98928,,usd,-99.577565274725,-0.99577565274725,tnc,999999898.0,16480.64
token/gapcoin,2.38,-99.69818,2022-03-30T06:16:35.385Z,0.00018727,3729.75187,2019-02-04T00:00:00.000Z,17198053.5993929,0.00722016,,0.00804696,gapcoin,https://assets.coingecko.com/coins/images/1393/large/gap.png?1563948305,2022-05-12T23:13:25.931Z,0.00703696,123898.0,-3029.640871739495,-2.38691,3124.0,,Gapcoin,-0.0002728212573064,-3.64103,,,,,gap,,2.33
token/battle-saga,0.180886,-95.74936,2021-12-28T10:09:02.356Z,0.00761908,0.9152,2022-05-12T22:33:42.921Z,16106927.494441278,0.00768221,2284690.0,0.008729,battle-saga,https://assets.coingecko.com/coins/images/21990/large/200x200.png?1640581733,2022-05-12T23:14:29.222Z,0.00761563,122664.0,-15129.832240688178,-10.98002,3124.0,300000000.0,Battle Saga,-0.0007365759566107,-8.74919,,,,,btl,300000000.0,1732.9
token/stater,2.11,-99.52569,2021-04-01T03:17:49.927Z,0.00509273,96.47751,2022-05-11T19:27:55.941Z,12130344.165135032,0.01007664,1006992.0,0.01608704,stater,https://assets.coingecko.com/coins/images/14476/large/str.png?1639046202,2022-05-12T23:13:32.251Z,0.0093118,122152.0,-73635.05464924322,-37.60985,3126.0,100000000.0,Stater,-0.0060103986649857,-37.36174,,,,,str,100000000.0,2807.87
token/polkacipher,0.094894,-99.03029,2021-11-10T08:27:45.184Z,0.00015871,479.78324,2022-04-22T21:39:43.305Z,132718776.70067978,0.0009202,920202.0,,polkacipher,https://assets.coingecko.com/coins/images/17185/large/polka_logo.png?1626820864,2022-05-10T09:03:10.125Z,,122128.0,,,3127.0,1000000000.0,PolkaCipher,,,,,,,cphr,1000000000.0,2.75
token/typhoon-network,0.450783,-96.76736,2021-05-14T18:53:09.896Z,0.01388739,4.93113,2022-05-12T08:11:40.175Z,8455440.334023815,0.0146179,288869.0,0.01585903,typhoon-network,https://assets.coingecko.com/coins/images/14859/large/Logo200px.png?1618806048,2022-05-12T23:14:48.829Z,0.01388739,122126.0,-9558.195165676982,-7.25845,3128.0,20000000.0,Typhoon Network,-0.0008127790117852,-5.26729,,,,,typh,20000000.0,5873.66
token/indorse,0.435525,-99.3804,2020-01-16T23:19:30.723Z,8.323e-08,3242153.8444,2020-04-08T06:59:24.016Z,44727651.23795287,0.00274591,,0.01098042,indorse,https://assets.coingecko.com/coins/images/848/large/indorse_token.png?1547034644,2022-05-12T23:14:27.949Z,0.00094444,122116.0,-315581.67577835266,-72.1003,3129.0,,Indorse,-0.0057920102145556,-67.83864,,usd,-99.11422215909732,-0.9911422215909732,ind,170622047.0,11145.44
token/avaluse,1.053,-97.95295,2021-03-19T14:09:04.851Z,0.00023888,8927.91244,2021-12-21T00:28:01.978Z,5700000.0,0.02141732,,0.02196049,avaluse,https://assets.coingecko.com/coins/images/14200/large/Avaluse-logo-twitter.png?1614897701,2022-05-12T23:10:15.615Z,0.02101412,122079.0,-1318.2560791381256,-1.0683,3127.0,,Avaluse,-0.0001689924211679,-0.78287,,,,,aval,10000000.0,52.78
token/ownly,0.00047141,-95.99853,2021-09-06T01:43:34.679Z,1.642e-05,14.8511,2022-05-10T20:30:16.439Z,6503716502.77338,1.871e-05,186831.0,2.194e-05,ownly,https://assets.coingecko.com/coins/images/18167/large/ownly.PNG?1630883498,2022-05-12T23:13:09.545Z,1.664e-05,121510.0,-997.8270940067596,-0.8145,3131.0,10000000000.0,Ownly,-1.82714251514e-07,-0.96733,,,,,own,9250000000.0,3018.63
token/flurry,0.01429149,-98.63634,2021-09-07T02:24:29.612Z,0.00017682,10.21526,2022-05-12T13:53:59.402Z,618696035.927773,0.00019462,1960492.0,0.00023008,flurry,https://assets.coingecko.com/coins/images/16235/large/flurry_logo_only_200x200.png?1623365114,2022-05-12T23:14:00.252Z,0.00017682,121295.0,-17950.758907429234,-12.89144,3132.0,10000000000.0,Flurry Finance,-2.60618151221e-05,-11.80946,,,,,flurry,667501958.210939,16629.22
token/crusaders-of-crypto,8.433e-09,-98.3984,2021-07-30T07:51:00.956Z,1.14932e-10,17.50864,2022-05-12T07:29:04.806Z,895340864030599.9,1.35455e-10,135408.0,1.43615e-10,crusaders-of-crypto,https://assets.coingecko.com/coins/images/17178/large/crusaders.PNG?1626817123,2022-05-12T23:12:13.741Z,1.14932e-10,121236.0,-1215.8850975093085,-0.99295,3134.0,1000000000000000.0,Crusaders of Crypto,-1.964209e-12,-1.42936,,,,,crusader,1000000000000000.0,36.17
token/dios-finance,103.03,-99.79147,2021-12-13T20:20:17.049Z,0.210729,1.95939,2022-05-12T05:57:52.993Z,567967.709539043,0.213178,142707.0,0.22944,dios-finance,https://assets.coingecko.com/coins/images/21527/large/G1EYsLlS_400x400.png?1639382771,2022-05-12T23:12:43.246Z,0.210729,120849.0,-3377.329026317311,-2.71869,3130.0,670694.872715295,Dios Finance,-0.0033218097515772,-1.53433,,,,,dios,670694.872715295,253.8
token/afen-blockchain,0.081967,-99.19368,2021-05-13T01:34:20.886Z,0.00059239,11.56866,2022-05-12T07:23:42.449Z,183195712.3426844,0.00065912,,0.00074798,afen-blockchain,https://assets.coingecko.com/coins/images/14957/large/cropped-cropped-afen-e1616095076861.png?1619144008,2022-05-12T23:13:20.452Z,0.00059239,120749.0,-16307.609558295168,-11.89847,3133.0,,AFEN Blockchain,-7.73576732425e-05,-10.50373,,,,,afen,850000000.0,95086.0
token/unifund,0.252334,-98.64272,2021-03-11T11:43:43.932Z,0.00199919,71.3135,2020-12-27T04:57:10.942Z,35110311.78479689,0.00342487,,,unifund,https://assets.coingecko.com/coins/images/12833/large/unifund_logo.png?1602859047,2022-05-06T12:43:30.181Z,,120248.0,,,3136.0,,Unifund,,,,,,,ifund,36676103.8217061,0.0
token/lucha,0.858782,-90.12784,2022-01-31T21:28:29.551Z,0.07574,11.93598,2022-05-12T07:23:31.634Z,1406410.42739583,0.085607,8501171.0,0.098441,lucha,https://assets.coingecko.com/coins/images/22794/large/lucha.png?1642581523,2022-05-12T23:12:15.709Z,0.07574,119561.0,-9687.033253565256,-7.4949,3137.0,100000000.0,Lucha,-0.007915291920958,-8.46351,,,,,lucha,1406239.14998843,3959.65
token/transcodium,0.184148,-99.18104,2018-05-07T01:58:11.760Z,0.000284,431.02532,2022-01-17T22:26:04.347Z,78565322.45085904,0.00151924,,0.00225737,transcodium,https://assets.coingecko.com/coins/images/2071/large/transcodium.png?1548759093,2022-05-12T23:14:31.564Z,0.00076073,119013.0,18857.73,18.82843,3138.0,,Transcodium,-0.0007275100375736,-32.38058,,usd,-99.59594733570596,-0.9959594733570596,tns,88600000.0,0.749918
token/squid,4406945.0,-99.98983,2021-11-07T14:52:31.549Z,123.93,261.47886,2022-02-12T14:52:40.694Z,265.219278032,452.07,,554.78,squid,https://assets.coingecko.com/coins/images/19658/large/HdG_f69k_400x400.jpeg?1635734924,2022-05-12T23:14:31.522Z,427.24,118970.0,-135715.05513964605,-53.28749,3139.0,,SquidDao,-81.41143438878379,-15.26028,,,,,squid,265.219278032,100.73
token/zeepin,0.157947,-99.84884,2018-04-26T07:58:36.265Z,0.00015364,55.40331,2022-05-12T05:34:13.005Z,500000000.0,0.00023611,,0.00025176,zeepin,https://assets.coingecko.com/coins/images/2759/large/zeepin.png?1548761144,2022-05-12T23:12:36.910Z,0.00015364,118561.0,-14237.016023933347,-10.72078,3140.0,,Zeepin,-1.56459010408e-05,-6.21459,,,,,zpt,1000000000.0,26873.0
token/blocsport-one,0.02130219,-97.56948,2021-05-21T11:05:08.335Z,2.39001e-07,216532.68838,2022-04-07T11:12:13.489Z,228230808.9799061,0.00051941,492953.0,0.00054004,blocsport-one,https://assets.coingecko.com/coins/images/15708/large/blocsport.png?1621581414,2022-05-12T23:13:23.942Z,0.00042838,118428.0,13470.71,12.83442,3143.0,950000000.0,blocsport.one,5.986e-05,13.0254,,,,,bls,950000000.0,1137.73
token/team-vitality-fan-token,2.75,-94.76656,2021-09-16T11:58:03.818Z,0.124899,15.03448,2022-05-12T06:46:47.885Z,810202.0,0.145832,,0.167908,team-vitality-fan-token,https://assets.coingecko.com/coins/images/17254/large/UsTG0vRcYLwlXTwgxAM1Q7hs4wi5U78oqCFaoh19.png?1626947242,2022-05-12T23:10:10.680Z,0.124899,118153.0,-6018.499600827345,-4.84691,3142.0,,Team Vitality Fan Token,-0.0123253304582245,-7.79308,,,,,vit,7000000.0,19011.1
token/buymainstreet,2.205e-09,-86.24961,2021-11-13T11:25:21.321Z,5.3064e-14,571195.65669,2021-11-13T21:58:28.428Z,391708198159980.8,3.02392e-10,150272.0,3.04679e-10,buymainstreet,https://assets.coingecko.com/coins/images/20268/large/mainst.png?1636705100,2022-05-12T23:13:50.015Z,2.81189e-10,117726.0,4224.17,3.72169,3141.0,500000000000000.0,BuyMainStreet,1.2539e-11,4.32581,,,,,$mainst,418543635296542.0,108.38
token/midas-protocol,0.052693,-99.31173,2021-10-24T03:14:35.776Z,0.00017114,111.91289,2021-05-21T13:53:24.635Z,320000000.0,0.00036853,,0.00041196,midas-protocol,https://assets.coingecko.com/coins/images/4287/large/Bestand_000.png?1607560518,2022-05-12T23:13:43.029Z,0.00034079,117724.0,-9084.898702494043,-7.16425,3144.0,,Midas Protocol,-2.95118422388e-05,-7.41422,,eth,-99.81150203920063,-0.9981150203920064,mas,500000000.0,31715.0
token/dynamic-set-dollar,86.64,0.0,2020-11-30T05:59:28.411Z,4.65734e-10,0.0,2022-04-20T10:58:43.908Z,1900135971320.86,,115796.0,,dynamic-set-dollar,https://assets.coingecko.com/coins/images/13249/large/DSD.jpg?1606713628,2022-05-10T12:41:41.777Z,,115796.0,0.0,0.0,3146.0,1900135971320.86,Dynamic Set Dollar,,,,,,,dsd,1900135971320.86,0.0
token/infinitypad,0.191984,-98.31408,2021-11-07T06:13:28.593Z,0.00286015,13.16537,2022-05-12T07:31:07.368Z,35419619.3255627,0.00327278,325522.0,0.0036282,infinitypad,https://assets.coingecko.com/coins/images/19396/large/infinity.PNG?1635152171,2022-05-12T23:14:25.475Z,0.00286015,115299.0,-8478.681465558344,-6.84996,3146.0,100000000.0,InfinityPad,-0.0002381892931176,-6.78415,,,,,infp,88288389.2393793,1695.27
token/swincoin,0.204514,-98.92625,2021-12-01T19:26:43.941Z,0.00203016,8.16708,2022-05-12T06:04:42.267Z,51822062.0,0.00220572,220815.0,0.00227881,swincoin,https://assets.coingecko.com/coins/images/20907/large/logo200.png?1637891981,2022-05-12T23:16:20.025Z,0.00203016,114431.0,-1034.728920154448,-0.89614,3147.0,100000000.0,SwinCoin,-1.82688062064e-05,-0.82144,,,,,swin,100000000.0,10531.66
token/parkgene,0.04031787,-99.01933,2018-07-22T01:57:24.748Z,2.681e-05,1374.92656,2020-03-28T18:02:33.522Z,290394638.0,0.00039558,,0.00040199,parkgene,https://assets.coingecko.com/coins/images/2298/large/gene.png?1547036520,2022-05-12T23:14:17.351Z,0.00039315,114424.0,-1837.970310433302,-1.58089,3148.0,,Parkgene,-1.3680159465e-06,-0.34464,,usd,-99.60442246020632,-0.9960442246020632,gene,1000000000.0,534.01
token/demodyfi,0.821545,-98.17234,2021-06-13T17:39:45.081Z,0.01293165,16.11054,2022-05-12T07:29:33.717Z,7584000.0,0.01505747,1506255.0,0.01633372,demodyfi,https://assets.coingecko.com/coins/images/16262/large/Logo_coingecko_%281%29.png?1631796477,2022-05-12T23:13:15.594Z,0.01293165,114234.0,-11277.36947153986,-8.98511,3151.0,100000000.0,Demodyfi,-0.0007151158291082,-4.53392,,,,,dmod,100000000.0,413.84
token/pink-panther,2.78944e-07,-97.70354,2021-11-07T22:48:29.539Z,6.34e-09,1.04117,2022-05-03T20:35:29.736Z,17792271417684.13,6.406e-09,640583.0,,pink-panther,https://assets.coingecko.com/coins/images/18822/large/logopp.png?1633520496,2022-05-05T01:09:01.047Z,,113974.0,,,3150.0,100000000000000.0,PINK PANTHER,,,,,,,pink,100000000000000.0,0.0
token/bonded-luna,119.39,-99.99887,2022-04-05T12:06:04.772Z,0.00115356,16.96199,2022-05-12T22:54:05.539Z,85660770.166554,0.0013302,,1.21,bonded-luna,https://assets.coingecko.com/coins/images/22369/large/17013.png?1641766740,2022-05-12T23:08:24.448Z,0.00115356,113946.0,-55788420.35844936,-99.79617,3147.0,,Bonded Luna,-0.99033334084388,-99.86586,,,,,bluna,85662263.542758,38429.0
token/pegnet,0.01302904,-99.73599,2021-04-18T00:54:23.463Z,1.862e-05,84.72313,2022-02-02T16:21:06.768Z,3283219370.8553,3.466e-05,,5.708e-05,pegnet,https://assets.coingecko.com/coins/images/10016/large/PegNet.png?1574841702,2022-05-12T23:13:42.831Z,2.604e-05,113812.0,-64254.84845046041,-36.08471,3152.0,,PegNet,-2.01901548022e-05,-36.81184,,,,,peg,,280.72
token/morphie,0.01439716,-99.90253,2021-10-07T14:19:16.961Z,1.126e-05,24.62639,2022-05-12T14:39:44.909Z,8069295669.809988,1.418e-05,281893.0,2.522e-05,morphie,https://assets.coingecko.com/coins/images/18818/large/FLPgwQdc_400x400.jpg?1633509975,2022-05-12T23:15:23.142Z,1.126e-05,113734.0,-41502.760037768254,-26.73513,3153.0,20000000000.0,Morphie,-7.7748001477e-06,-35.4126,,,,,mrfi,20000000000.0,17080.68
token/revival,4.6241e-08,-98.90502,2021-11-05T10:47:37.618Z,4.28922e-10,18.04719,2022-05-12T07:30:56.256Z,220456185815226.1,5.1237e-10,,5.33698e-10,revival,https://assets.coingecko.com/coins/images/18661/large/rvl.png?1634020528,2022-05-12T23:14:06.076Z,4.28922e-10,112349.0,-221.9656587227364,-0.19718,3154.0,,REVIVAL,-7.07376e-13,-0.13787,,,,,rvl,500000000000000.0,132.83
token/roush-fenway-racing-fan-token,2.96,-95.15429,2021-10-30T22:06:09.128Z,0.128185,11.75004,2022-05-12T06:10:00.769Z,775004.0,0.143913,,0.171266,roush-fenway-racing-fan-token,https://assets.coingecko.com/coins/images/18667/large/BHHO6vjEyDeFLhCqnKrmT42uormc4NeEAFWOzpeM.png?1632841209,2022-05-12T23:10:10.993Z,0.128185,111533.0,-11635.085371627809,-9.44649,3155.0,,Roush Fenway Racing Fan Token,-0.0206559575376348,-12.55154,,,,,roush,5000000.0,19904.2
token/soccerhub,0.080867,-98.31337,2021-09-30T04:03:02.562Z,0.00134543,1.37541,2022-05-12T05:58:52.534Z,82457656.52691,0.00136159,1350250.0,0.00146493,soccerhub,https://assets.coingecko.com/coins/images/18495/large/Color-200x200.png?1632208300,2022-05-12T23:14:06.479Z,0.00134543,111338.0,-5016.870358108412,-4.31168,3156.0,1000000000.0,SoccerHub,-5.08128472831e-05,-3.59762,,,,,sch,1000000000.0,215.28
token/pancakepoll,2.884e-05,-99.1912,2021-10-30T07:39:20.209Z,1.99386e-07,16.97068,2022-05-12T07:30:10.092Z,474597784779.67694,2.35823e-07,,2.47782e-07,pancakepoll,https://assets.coingecko.com/coins/images/19558/large/ppoll.png?1635403248,2022-05-12T23:14:26.320Z,1.99386e-07,111320.0,-1820.0027107643984,-1.60862,3157.0,,PancakePoll,-3.68631409e-09,-1.53911,,,,,ppoll,1000000000000.0,147.26
token/artx,4.75,-99.097,2021-04-05T05:14:57.020Z,0.04174277,2.65014,2022-01-24T13:47:59.795Z,2597617.17,0.04284901,428490.0,,artx,https://assets.coingecko.com/coins/images/14652/large/logo_black_cmc.png?1617556500,2022-05-10T18:24:50.561Z,,111305.0,,,3160.0,10000000.0,ARTX,,,,,,,artx,10000000.0,0.0
token/kickpad,4.51,-99.95654,2021-04-03T04:22:27.175Z,0.00176956,10.68458,2022-05-12T07:54:27.272Z,56728963.0,0.00196395,399539.0,0.00221759,kickpad,https://assets.coingecko.com/coins/images/14531/large/kickpad_logo.jpg?1616750879,2022-05-12T23:13:54.841Z,0.00176956,111231.0,-13495.073395057365,-10.81974,3159.0,203768315.0,KickPad,-0.0001912765952677,-8.87502,,,,,kpad,203768315.0,17652.44
token/greeneum-network,0.105631,-98.55384,2022-01-05T22:58:02.393Z,2.006e-05,7513.76852,2021-09-21T23:13:30.865Z,72723305.56,0.00152928,1529275.0,0.00153634,greeneum-network,https://assets.coingecko.com/coins/images/3069/large/Logo_web.png?1629084636,2022-05-12T23:29:16.668Z,0.00152028,111214.0,-86137.17440353682,-43.64666,3163.0,1000000000.0,Greeneum Network,-7.0622889713e-06,-0.45968,,,,,green,985221577.76,5.25
token/vericoin,3.42,-99.90784,2018-01-10T00:00:00.000Z,0.00120109,162.47883,2022-05-10T00:31:54.619Z,35019920.4956375,0.00317728,,0.00338361,vericoin,https://assets.coingecko.com/coins/images/78/large/vericoin.png?1547033746,2022-05-12T23:12:39.954Z,0.001925,110899.0,-28012.97592930132,-20.16601,3160.0,,VeriCoin,-5.69262119632e-05,-1.76013,,,,,vrc,,67.43
token/keep4r,74.68,-96.52806,2020-11-03T23:39:09.816Z,2.57,0.85421,2022-05-12T22:42:51.753Z,42416.08842601267,2.63,,3.26,keep4r,https://assets.coingecko.com/coins/images/13006/large/kp4r.png?1604368813,2022-05-12T23:14:37.789Z,2.57,110874.0,-53304.19784658311,-32.46725,3161.0,,Keep4r,-0.4952366246690416,-15.85049,,,,,kp4r,100000.0,1075.01
